.imp,age,race_ethn,year,var,pop,m,q,p,lx,d,L,t,e,c,s,se
1,0,AI/AN,2011,5405,75655,0.07144273346110634,0.06897871933127014,0.9310212806687299,100000,6897.871933127011,96551.0640334365,1398471.4552777223,13.984714552777223,0,1,0
1,1,AI/AN,2011,2937,77368,0.03796143108261814,0.03725431747984753,0.9627456825201525,93102.12806687299,3468.456237052713,91367.89994834663,1301920.391244286,13.983787677862189,0.06897871933127009,0.9310212806687299,0.0021558556300666433
1,2,AI/AN,2011,2538,76925,0.03299317517062073,0.03245773332992301,0.967542266670077,89633.67182982028,2909.305817634129,88179.01892100321,1210552.4912959393,13.505555073034506,0.10366328170179728,0.8963367182982027,0.0020755406999834235
1,3,AI/AN,2011,2202,79376,0.027741382785728685,0.027361854939920726,0.9726381450600793,86724.36601218615,2372.9395225820335,85537.89625089514,1122373.472374936,12.941846957027336,0.1327563398781385,0.8672436601218615,0.0020081733534279603
1,4,AI/AN,2011,2016,79990,0.025203150393799226,0.024889503444529497,0.9751104965554706,84351.42648960411,2099.465120163979,83301.69392952212,1036835.5761240409,12.291855861522693,0.1564857351039589,0.8435142648960411,0.00195322600543725
1,5,AI/AN,2011,1813,78319,0.02314891661027337,0.0228840461720027,0.9771159538279973,82251.96136944013,1882.2576817160443,81310.8325285821,953533.8821945187,11.592840660803917,0.1774803863055987,0.8225196136944013,0.001904611180046975
1,6,AI/AN,2011,1684,77860,0.021628564089391216,0.021397169068130415,0.9786028309318696,80369.70368772409,1719.6841377617675,79509.8616188432,872223.0496659366,10.852634881608536,0.19630296312275908,0.8036970368772409,0.0018610259698630678
1,7,AI/AN,2011,1485,75933,0.01955671447196871,0.019367333763718526,0.9806326662362814,78650.01954996232,1523.2411791471095,77888.39896038876,792713.1880470933,10.078995435513189,0.21349980450037676,0.7865001954996232,0.0018212052825457264
1,8,AI/AN,2011,1340,74734,0.017930259319720608,0.017770940533658693,0.9822290594663413,77126.77837081521,1370.6153919804347,76441.47067482499,714824.7890867047,9.268179018834715,0.22873221629184792,0.7712677837081521,0.001785933391986416
1,9,AI/AN,2011,1221,74260,0.01644223000269324,0.016308158754115436,0.9836918412458846,75756.16297883478,1235.4435324614751,75138.44121260404,638383.3184118797,8.426816952044353,0.24243837021165227,0.7575616297883477,0.0017541956758803498
1,10,AI/AN,2011,1131,74836,0.015113047196536427,0.014999701597448328,0.9850002984025517,74520.7194463733,1117.7885545227618,73961.82516911192,563244.8771992757,7.55823187676816,0.25479280553626693,0.7452071944637331,0.0017255879743123105
1,11,AI/AN,2011,1126,76522,0.014714722563445807,0.014607251735097622,0.9853927482649024,73402.93089185054,1072.2150896312378,72866.82334703492,489283.05203016364,6.66571547055876,0.2659706910814946,0.7340293089185054,0.0016997046696174804
1,12,AI/AN,2011,1050,74533,0.0140877195336294,0.013989181699485731,0.9860108183005143,72330.7158022193,1011.8475258110993,71824.79203931376,416416.2286831289,5.757114720415252,0.27669284197780697,0.723307158022193,0.001674876655633057
1,13,AI/AN,2011,1092,74330,0.014691241759720166,0.014584112399166621,0.9854158876008334,71318.8682764082,1040.1223911245033,70798.80708084596,344591.436643815,4.831700852406873,0.2868113172359179,0.7131886827640821,0.0016514465017731796
1,14,AI/AN,2011,991,73788,0.013430368081530872,0.013340782273317761,0.9866592177266822,70278.7458852837,937.5734472973854,69809.95916163501,273792.6295629691,3.895809837157339,0.297212541147163,0.702787458852837,0.0016273616203701087
1,15,AI/AN,2011,970,73603,0.013178810646305177,0.013092538602742685,0.9869074613972573,69341.17243798632,907.8519769037957,68887.24644953442,203982.67040133395,2.94172514293382,0.3065882756201368,0.6934117243798632,0.001605651343312798
1,16,AI/AN,2011,765,75030,0.01019592163134746,0.010144206862257582,0.9898557931377424,68433.32046108252,1180.81131357688,67842.91480429408,135095.42395179957,1.9741176234262556,0.31566679538917486,0.6843332046108251,0.0015846292911179285
1,17,AI/AN,2011,555,76982,0.007209477540204204,0.007183582601492373,0.9928164173985077,67252.50914750564,-0,67252.50914750564,67252.50914750564,1,0.32747490852494365,0.6725250914750563,0.0015572866430895976
1,0,White,2011,97771,2082577,0.04694712368378216,0.04587038242521274,0.9541296175747873,100000,4587.038242521274,97706.48087873936,1459956.7655978275,14.599567655978275,0,1,0
1,1,White,2011,59014,2083156,0.028329131375662696,0.02793346596215298,0.972066534037847,95412.96175747873,2665.214719600728,94080.35439767837,1362250.284719088,14.277413253155945,0.045870382425212686,0.9541296175747873,3.860801928923208e-4
1,2,White,2011,57101,2094785,0.027258644681912463,0.02689212326549431,0.9731078767345057,92747.747037878,2494.183845939493,91500.65511490825,1268169.9303214098,13.673323297044528,0.07252252962121997,0.92747747037878,3.752956349655017e-4
1,3,White,2011,54138,2161609,0.025045232509672194,0.024735479590876318,0.9752645204091237,90253.5631919385,2232.465170338066,89137.33060676948,1176669.2752065016,13.037371972828684,0.09746436808061498,0.902535631919385,3.652031384890075e-4
1,4,White,2011,50693,2186035,0.02318947317860876,0.022923679157124177,0.9770763208428759,88021.09802160044,2017.7674101049342,87012.21431654796,1087531.944599732,12.355355352791111,0.11978901978399559,0.8802109802160044,3.5616966371038866e-4
