.imp,age,race_ethn,year,var,pop
1,2,Hispanic,2016,607,896149
1,2,Hispanic,2017,264,910832
1,2,Hispanic,2018,13,NA
1,2,White,2000,2078,2281643
1,2,White,2001,2149,2270833
1,2,White,2002,2191,2260178
1,2,White,2003,2349,2296549
1,2,White,2004,2381,2232087
1,2,White,2005,2374,2229882
1,2,White,2006,2383,2229287
1,2,White,2007,2070,2180204
1,2,White,2008,2077,2167132
1,2,White,2009,2103,2184399
1,2,White,2010,2406,2160678
1,2,White,2011,2288,2094785
1,2,White,2012,2405,2084409
1,2,White,2013,2261,2085072
1,2,White,2014,2272,2070877
1,2,White,2015,2226,2066670
1,2,White,2016,1773,2077903
1,2,White,2017,662,2078216
1,2,White,2018,25,NA
1,3,AI/AN,2000,115,53012
1,3,AI/AN,2001,114,53726
1,3,AI/AN,2002,131,55053
1,3,AI/AN,2003,121,56839
1,3,AI/AN,2004,161,59991
1,3,AI/AN,2005,171,60819
1,3,AI/AN,2006,134,63933
1,3,AI/AN,2007,148,66441
1,3,AI/AN,2008,120,70622
1,3,AI/AN,2009,137,74356
1,3,AI/AN,2010,158,80027
1,3,AI/AN,2011,177,79376
1,3,AI/AN,2012,185,76895
1,3,AI/AN,2013,187,77324
1,3,AI/AN,2014,159,75718
1,3,AI/AN,2015,142,77462
1,3,AI/AN,2016,90,76421
1,3,AI/AN,2017,29,77112
1,3,AI/AN,2018,0,NA
1,3,Asian/PI,2000,61,172076
1,3,Asian/PI,2001,59,174059
1,3,Asian/PI,2002,64,177265
1,3,Asian/PI,2003,75,188289
1,3,Asian/PI,2004,69,208085
1,3,Asian/PI,2005,66,207410
1,3,Asian/PI,2006,50,218536
1,3,Asian/PI,2007,48,225385
1,3,Asian/PI,2008,40,229738
1,3,Asian/PI,2009,38,230216
1,3,Asian/PI,2010,49,238874
1,3,Asian/PI,2011,54,245842
1,3,Asian/PI,2012,53,240601
1,3,Asian/PI,2013,60,245109
1,3,Asian/PI,2014,43,240600
1,3,Asian/PI,2015,48,248956
1,3,Asian/PI,2016,34,262234
1,3,Asian/PI,2017,12,262900
1,3,Asian/PI,2018,2,NA
1,3,Black,2000,1162,620734
1,3,Black,2001,1113,620211
1,3,Black,2002,1055,614346
1,3,Black,2003,1039,620647
1,3,Black,2004,1130,641787
1,3,Black,2005,1136,625066
1,3,Black,2006,1104,619393
1,3,Black,2007,1025,631309
1,3,Black,2008,946,646515
1,3,Black,2009,835,662959
1,3,Black,2010,893,691968
1,3,Black,2011,944,696976
1,3,Black,2012,957,678020
1,3,Black,2013,955,675083
1,3,Black,2014,990,676789
1,3,Black,2015,880,675787
1,3,Black,2016,594,678938
1,3,Black,2017,237,685777
1,3,Black,2018,16,NA
1,3,Hispanic,2000,555,671249
1,3,Hispanic,2001,599,679661
1,3,Hispanic,2002,612,691909
1,3,Hispanic,2003,634,738389
1,3,Hispanic,2004,774,804104
1,3,Hispanic,2005,780,817697
1,3,Hispanic,2006,739,833142
1,3,Hispanic,2007,681,848434
1,3,Hispanic,2008,697,860415
1,3,Hispanic,2009,662,884628
1,3,Hispanic,2010,723,915755
1,3,Hispanic,2011,746,917840
1,3,Hispanic,2012,728,889927
1,3,Hispanic,2013,721,907517
1,3,Hispanic,2014,696,925608
1,3,Hispanic,2015,609,898502
1,3,Hispanic,2016,529,895225
1,3,Hispanic,2017,198,901158
1,3,Hispanic,2018,8,NA
1,3,White,2000,1712,2304047
1,3,White,2001,1697,2275053
1,3,White,2002,1831,2265763
1,3,White,2003,1875,2256563
1,3,White,2004,2049,2294253
1,3,White,2005,1910,2232261
1,3,White,2006,1883,2231018
1,3,White,2007,1675,2232442
1,3,White,2008,1607,2185030
1,3,White,2009,1582,2173516
1,3,White,2010,1871,2185058
1,3,White,2011,1925,2161609
1,3,White,2012,1984,2095878
1,3,White,2013,1940,2085666
1,3,White,2014,1874,2086709
1,3,White,2015,1818,2072669
1,3,White,2016,1428,2068508
1,3,White,2017,478,2079808
1,3,White,2018,36,NA
1,4,AI/AN,2000,92,54035
1,4,AI/AN,2001,97,53798
1,4,AI/AN,2002,99,54742
1,4,AI/AN,2003,90,56395
1,4,AI/AN,2004,129,58604
1,4,AI/AN,2005,155,62141
1,4,AI/AN,2006,121,63454
1,4,AI/AN,2007,109,67107
1,4,AI/AN,2008,100,70217
1,4,AI/AN,2009,120,75092
1,4,AI/AN,2010,107,78341
1,4,AI/AN,2011,156,79990
1,4,AI/AN,2012,143,79340
1,4,AI/AN,2013,158,76882
1,4,AI/AN,2014,132,77268
1,4,AI/AN,2015,117,75847
1,4,AI/AN,2016,90,77503
1,4,AI/AN,2017,30,76452
1,4,AI/AN,2018,1,NA
1,4,Asian/PI,2000,52,175037
1,4,Asian/PI,2001,56,176152
1,4,Asian/PI,2002,54,178259
1,4,Asian/PI,2003,68,181333
1,4,Asian/PI,2004,52,192471
1,4,Asian/PI,2005,67,212719
1,4,Asian/PI,2006,42,212586
1,4,Asian/PI,2007,47,223862
1,4,Asian/PI,2008,43,231271
1,4,Asian/PI,2009,38,235860
1,4,Asian/PI,2010,37,236970
1,4,Asian/PI,2011,41,242720
1,4,Asian/PI,2012,60,250110
1,4,Asian/PI,2013,49,244886
1,4,Asian/PI,2014,37,250000
1,4,Asian/PI,2015,43,245742
1,4,Asian/PI,2016,31,254118
1,4,Asian/PI,2017,6,267344
1,4,Asian/PI,2018,0,NA
1,4,Black,2000,957,631945
1,4,Black,2001,946,621601
1,4,Black,2002,859,622148
1,4,Black,2003,886,617246
1,4,Black,2004,868,624421
1,4,Black,2005,958,646661
1,4,Black,2006,965,631595
1,4,Black,2007,819,626559
1,4,Black,2008,772,638943
1,4,Black,2009,705,654371
1,4,Black,2010,722,672985
1,4,Black,2011,797,693575
1,4,Black,2012,782,698528
1,4,Black,2013,857,679966
1,4,Black,2014,811,677312
1,4,Black,2015,704,679176
1,4,Black,2016,539,678280
1,4,Black,2017,191,681363
1,4,Black,2018,16,NA
1,4,Hispanic,2000,512,677104
1,4,Hispanic,2001,431,676480
1,4,Hispanic,2002,511,685117
1,4,Hispanic,2003,552,697125
1,4,Hispanic,2004,644,743723
1,4,Hispanic,2005,670,810680
1,4,Hispanic,2006,638,826076
1,4,Hispanic,2007,614,842336
1,4,Hispanic,2008,546,858911
1,4,Hispanic,2009,562,871931
1,4,Hispanic,2010,597,898069
1,4,Hispanic,2011,671,919165
1,4,Hispanic,2012,652,920932
1,4,Hispanic,2013,633,893401
1,4,Hispanic,2014,558,911765
1,4,Hispanic,2015,518,930187
1,4,Hispanic,2016,425,903451
1,4,Hispanic,2017,188,900247
1,4,Hispanic,2018,10,NA
1,4,White,2000,1452,2364263
1,4,White,2001,1488,2299315
1,4,White,2002,1540,2272341
1,4,White,2003,1595,2264774
1,4,White,2004,1643,2257390
1,4,White,2005,1724,2296954
1,4,White,2006,1634,2237169
1,4,White,2007,1408,2238396
1,4,White,2008,1345,2241828
1,4,White,2009,1351,2196203
1,4,White,2010,1483,2190961
1,4,White,2011,1675,2186035
1,4,White,2012,1780,2162534
1,4,White,2013,1661,2097163
1,4,White,2014,1585,2087339
1,4,White,2015,1489,2088383
1,4,White,2016,1201,2074514
1,4,White,2017,402,2070377
1,4,White,2018,31,NA
1,5,AI/AN,2000,71,54547
1,5,AI/AN,2001,90,54881
1,5,AI/AN,2002,81,54840
1,5,AI/AN,2003,95,56018
1,5,AI/AN,2004,90,57885
1,5,AI/AN,2005,110,60442
1,5,AI/AN,2006,95,64353
1,5,AI/AN,2007,94,66008
1,5,AI/AN,2008,82,70132
1,5,AI/AN,2009,81,73584
1,5,AI/AN,2010,97,77837
1,5,AI/AN,2011,124,78319
1,5,AI/AN,2012,122,79917
1,5,AI/AN,2013,131,79382
1,5,AI/AN,2014,106,76908
1,5,AI/AN,2015,103,77347
1,5,AI/AN,2016,63,75837
1,5,AI/AN,2017,25,77594
1,5,AI/AN,2018,0,NA
1,5,Asian/PI,2000,52,171947
1,5,Asian/PI,2001,47,178867
1,5,Asian/PI,2002,43,180004
1,5,Asian/PI,2003,44,181859
1,5,Asian/PI,2004,60,184837
1,5,Asian/PI,2005,45,196268
1,5,Asian/PI,2006,48,216994
1,5,Asian/PI,2007,40,216784
1,5,Asian/PI,2008,29,228401
1,5,Asian/PI,2009,39,235839
1,5,Asian/PI,2010,31,240150
1,5,Asian/PI,2011,34,240324
1,5,Asian/PI,2012,40,246396
1,5,Asian/PI,2013,42,253834
1,5,Asian/PI,2014,30,249135
1,5,Asian/PI,2015,41,254520
1,5,Asian/PI,2016,21,250252
1,5,Asian/PI,2017,11,258586
1,5,Asian/PI,2018,2,NA
1,5,Black,2000,950,657265
1,5,Black,2001,904,633449
1,5,Black,2002,762,623726
1,5,Black,2003,748,624894
1,5,Black,2004,804,620588
1,5,Black,2005,904,628661
1,5,Black,2006,856,651974
1,5,Black,2007,773,636932
1,5,Black,2008,666,632499
1,5,Black,2009,593,646091
1,5,Black,2010,637,660745
1,5,Black,2011,670,674734
1,5,Black,2012,636,695196
1,5,Black,2013,731,700367
1,5,Black,2014,694,682028
1,5,Black,2015,598,679494
1,5,Black,2016,460,681482
1,5,Black,2017,155,680601
1,5,Black,2018,6,NA
1,5,Hispanic,2000,402,677537
1,5,Hispanic,2001,396,681955
1,5,Hispanic,2002,415,681145
1,5,Hispanic,2003,465,689011
1,5,Hispanic,2004,528,700651
1,5,Hispanic,2005,526,747735
1,5,Hispanic,2006,499,815370
1,5,Hispanic,2007,501,830719
1,5,Hispanic,2008,421,847296
1,5,Hispanic,2009,471,863934
1,5,Hispanic,2010,471,879055
1,5,Hispanic,2011,520,901766
1,5,Hispanic,2012,566,922544
1,5,Hispanic,2013,598,924384
1,5,Hispanic,2014,610,897598
1,5,Hispanic,2015,425,916277
1,5,Hispanic,2016,378,935027
1,5,Hispanic,2017,168,908321
1,5,Hispanic,2018,10,NA
1,5,White,2000,1351,2406538
1,5,White,2001,1345,2360881
1,5,White,2002,1301,2297472
1,5,White,2003,1372,2271786
1,5,White,2004,1444,2265646
1,5,White,2005,1458,2260157
1,5,White,2006,1371,2301891
1,5,White,2007,1305,2243046
1,5,White,2008,1157,2245969
1,5,White,2009,1098,2250817
1,5,White,2010,1266,2206693
1,5,White,2011,1339,2191913
1,5,White,2012,1504,2186995
1,5,White,2013,1487,2163827
1,5,White,2014,1376,2098704
1,5,White,2015,1339,2089020
1,5,White,2016,1040,2090189
1,5,White,2017,367,2076216
1,5,White,2018,21,NA
1,6,AI/AN,2000,76,56430
1,6,AI/AN,2001,71,55424
1,6,AI/AN,2002,67,55795
1,6,AI/AN,2003,77,55838
1,6,AI/AN,2004,92,57098
1,6,AI/AN,2005,107,59155
1,6,AI/AN,2006,87,61872
1,6,AI/AN,2007,74,65988
1,6,AI/AN,2008,68,67829
1,6,AI/AN,2009,84,72227
1,6,AI/AN,2010,84,75881
1,6,AI/AN,2011,108,77860
1,6,AI/AN,2012,111,78298
1,6,AI/AN,2013,108,79871
1,6,AI/AN,2014,101,79326
1,6,AI/AN,2015,86,76940
1,6,AI/AN,2016,54,77273
1,6,AI/AN,2017,25,75836
1,6,AI/AN,2018,0,NA
1,6,Asian/PI,2000,51,171073
1,6,Asian/PI,2001,49,175954
1,6,Asian/PI,2002,45,182598
1,6,Asian/PI,2003,39,183414
1,6,Asian/PI,2004,49,185084
1,6,Asian/PI,2005,36,188290
1,6,Asian/PI,2006,42,199905
1,6,Asian/PI,2007,39,220552
1,6,Asian/PI,2008,27,220468
1,6,Asian/PI,2009,38,232144
1,6,Asian/PI,2010,41,239732
1,6,Asian/PI,2011,34,243551
1,6,Asian/PI,2012,39,244012
1,6,Asian/PI,2013,36,250120
1,6,Asian/PI,2014,30,257880
1,6,Asian/PI,2015,28,253332
1,6,Asian/PI,2016,23,258707
1,6,Asian/PI,2017,1,254283
1,6,Asian/PI,2018,2,NA
1,6,Black,2000,996,676315
1,6,Black,2001,868,658857
1,6,Black,2002,684,635534
1,6,Black,2003,741,626158
1,6,Black,2004,695,627722
1,6,Black,2005,753,624288
1,6,Black,2006,753,632713
1,6,Black,2007,693,656426
1,6,Black,2008,599,641349
1,6,Black,2009,558,638058
1,6,Black,2010,542,653806
1,6,Black,2011,563,662606
1,6,Black,2012,557,676409
1,6,Black,2013,631,696978
1,6,Black,2014,604,702265
1,6,Black,2015,566,684105
1,6,Black,2016,379,681726
1,6,Black,2017,129,683682
1,6,Black,2018,10,NA
1,6,Hispanic,2000,415,670873
1,6,Hispanic,2001,333,681148
1,6,Hispanic,2002,376,684609
1,6,Hispanic,2003,360,682393
1,6,Hispanic,2004,472,689048
1,6,Hispanic,2005,497,700570
1,6,Hispanic,2006,445,747005
1,6,Hispanic,2007,431,812882
1,6,Hispanic,2008,405,827370
1,6,Hispanic,2009,373,842815
1,6,Hispanic,2010,425,861629
1,6,Hispanic,2011,425,882959
1,6,Hispanic,2012,502,905206
1,6,Hispanic,2013,492,926008
1,6,Hispanic,2014,481,928558
1,6,Hispanic,2015,426,902012
1,6,Hispanic,2016,365,921072
1,6,Hispanic,2017,155,939811
1,6,Hispanic,2018,5,NA
1,6,White,2000,1297,2429644
1,6,White,2001,1197,2401125
1,6,White,2002,1206,2354518
1,6,White,2003,1176,2289958
1,6,White,2004,1246,2263137
1,6,White,2005,1329,2256317
1,6,White,2006,1232,2249834
1,6,White,2007,1102,2290554
1,6,White,2008,994,2231101
1,6,White,2009,952,2232956
1,6,White,2010,1032,2241841
1,6,White,2011,1134,2207540
1,6,White,2012,1267,2192729
1,6,White,2013,1319,2188167
1,6,White,2014,1403,2165271
1,6,White,2015,1237,2100343
1,6,White,2016,903,2090666
1,6,White,2017,309,2091920
1,6,White,2018,22,NA
1,7,AI/AN,2000,57,58314
1,7,AI/AN,2001,56,57453
1,7,AI/AN,2002,51,56654
1,7,AI/AN,2003,77,57257
1,7,AI/AN,2004,73,57494
1,7,AI/AN,2005,73,59150
1,7,AI/AN,2006,58,61455
1,7,AI/AN,2007,69,64619
1,7,AI/AN,2008,70,69265
1,7,AI/AN,2009,57,71407
1,7,AI/AN,2010,69,74771
1,7,AI/AN,2011,79,75933
1,7,AI/AN,2012,85,77851
1,7,AI/AN,2013,89,78294
1,7,AI/AN,2014,93,79897
1,7,AI/AN,2015,78,79389
1,7,AI/AN,2016,73,76899
1,7,AI/AN,2017,14,77315
1,7,AI/AN,2018,1,NA
1,7,Asian/PI,2000,43,171001
1,7,Asian/PI,2001,51,174968
1,7,Asian/PI,2002,27,179765
1,7,Asian/PI,2003,37,186251
1,7,Asian/PI,2004,31,186955
1,7,Asian/PI,2005,36,188879
1,7,Asian/PI,2006,32,192283
1,7,Asian/PI,2007,10,204244
1,7,Asian/PI,2008,24,225053
1,7,Asian/PI,2009,28,225205
1,7,Asian/PI,2010,24,237322
1,7,Asian/PI,2011,29,243417
1,7,Asian/PI,2012,31,247420
1,7,Asian/PI,2013,26,247781
1,7,Asian/PI,2014,32,254123
1,7,Asian/PI,2015,28,262185
1,7,Asian/PI,2016,22,257511
1,7,Asian/PI,2017,5,262967
1,7,Asian/PI,2018,1,NA
1,7,Black,2000,829,698594
1,7,Black,2001,747,678854
1,7,Black,2002,635,662429
1,7,Black,2003,615,639861
1,7,Black,2004,590,631309
1,7,Black,2005,662,633901
1,7,Black,2006,638,631599
1,7,Black,2007,575,641441
1,7,Black,2008,518,666434
1,7,Black,2009,452,652015
1,7,Black,2010,459,647258
1,7,Black,2011,439,655556
1,7,Black,2012,449,664173
1,7,Black,2013,514,678174
1,7,Black,2014,519,698919
1,7,Black,2015,490,704247
1,7,Black,2016,325,686236
1,7,Black,2017,113,683775
1,7,Black,2018,7,NA
1,7,Hispanic,2000,377,669665
1,7,Hispanic,2001,285,674670
1,7,Hispanic,2002,296,684767
1,7,Hispanic,2003,324,687718
1,7,Hispanic,2004,345,685283
1,7,Hispanic,2005,401,692618
1,7,Hispanic,2006,395,704874
1,7,Hispanic,2007,375,751196
1,7,Hispanic,2008,351,817248
1,7,Hispanic,2009,366,831735
1,7,Hispanic,2010,318,846471
1,7,Hispanic,2011,358,865467
1,7,Hispanic,2012,406,886516
1,7,Hispanic,2013,443,908913
1,7,Hispanic,2014,489,930398
1,7,Hispanic,2015,385,933277
1,7,Hispanic,2016,350,907152
1,7,Hispanic,2017,125,926184
1,7,Hispanic,2018,9,NA
1,7,White,2000,1151,2493893
1,7,White,2001,1093,2426104
1,7,White,2002,1004,2398745
1,7,White,2003,1100,2353095
1,7,White,2004,1091,2289605
1,7,White,2005,1117,2263749
1,7,White,2006,1019,2258547
1,7,White,2007,952,2253243
1,7,White,2008,867,2295291
1,7,White,2009,815,2236662
1,7,White,2010,903,2237145
1,7,White,2011,913,2242497
1,7,White,2012,1019,2208241
1,7,White,2013,1129,2193701
1,7,White,2014,1133,2189414
1,7,White,2015,1099,2166731
1,7,White,2016,870,2101902
1,7,White,2017,317,2092138
1,7,White,2018,20,NA
1,8,AI/AN,2000,63,60930
1,8,AI/AN,2001,61,59562
1,8,AI/AN,2002,47,58844
1,8,AI/AN,2003,55,58208
1,8,AI/AN,2004,62,59046
1,8,AI/AN,2005,61,59675
1,8,AI/AN,2006,61,61495
1,8,AI/AN,2007,66,64143
1,8,AI/AN,2008,45,67827
1,8,AI/AN,2009,45,72813
1,8,AI/AN,2010,57,74294
1,8,AI/AN,2011,76,74734
1,8,AI/AN,2012,76,75864
1,8,AI/AN,2013,74,77781
1,8,AI/AN,2014,86,78205
1,8,AI/AN,2015,80,79881
1,8,AI/AN,2016,55,79353
1,8,AI/AN,2017,16,76864
1,8,AI/AN,2018,1,NA
1,8,Asian/PI,2000,29,171353
1,8,Asian/PI,2001,43,174812
1,8,Asian/PI,2002,31,178472
1,8,Asian/PI,2003,28,182726
1,8,Asian/PI,2004,29,188923
1,8,Asian/PI,2005,39,189483
1,8,Asian/PI,2006,21,191374
1,8,Asian/PI,2007,26,194593
1,8,Asian/PI,2008,23,206407
1,8,Asian/PI,2009,19,226847
1,8,Asian/PI,2010,21,226241
1,8,Asian/PI,2011,21,241081
1,8,Asian/PI,2012,18,246984
1,8,Asian/PI,2013,26,251100
1,8,Asian/PI,2014,24,251397
1,8,Asian/PI,2015,31,258063
1,8,Asian/PI,2016,28,265925
1,8,Asian/PI,2017,8,261219
