.imp,age,race_ethn,year,var,pop
0,2,Asian/PI,2001,9,172980
0,2,Asian/PI,2002,215,184106
0,2,Asian/PI,2003,525,203755
0,2,Asian/PI,2004,501,202566
0,2,Asian/PI,2005,493,212975
0,2,Asian/PI,2006,470,219434
0,2,Asian/PI,2007,464,223316
0,2,Asian/PI,2008,519,223537
0,2,Asian/PI,2009,560,232691
0,2,Asian/PI,2010,457,240801
0,2,Asian/PI,2011,494,235411
0,2,Asian/PI,2012,507,239737
0,2,Asian/PI,2013,482,234653
0,2,Asian/PI,2014,490,242736
0,2,Asian/PI,2015,488,255882
0,2,Asian/PI,2016,520,256629
0,2,Asian/PI,2017,361,268296
0,2,Black,2000,2,620562
0,2,Black,2001,104,614138
0,2,Black,2002,3298,620235
0,2,Black,2003,7776,641079
0,2,Black,2004,7101,623792
0,2,Black,2005,7284,617883
0,2,Black,2006,8332,629361
0,2,Black,2007,8200,644630
0,2,Black,2008,8325,660709
0,2,Black,2009,8391,692451
0,2,Black,2010,8396,695418
0,2,Black,2011,8520,676458
0,2,Black,2012,8193,673163
0,2,Black,2013,8725,674683
0,2,Black,2014,9065,673479
0,2,Black,2015,9046,676411
0,2,Black,2016,9025,683261
0,2,Black,2017,5884,687710
0,2,Hispanic,2001,82,687970
0,2,Hispanic,2002,2213,735991
0,2,Hispanic,2003,5273,803024
0,2,Hispanic,2004,5217,816328
0,2,Hispanic,2005,6046,831160
0,2,Hispanic,2006,7385,846507
0,2,Hispanic,2007,7155,858332
0,2,Hispanic,2008,7206,882664
0,2,Hispanic,2009,7472,916762
0,2,Hispanic,2010,7741,914278
0,2,Hispanic,2011,7316,886912
0,2,Hispanic,2012,7285,903989
0,2,Hispanic,2013,7216,921232
0,2,Hispanic,2014,7189,893761
0,2,Hispanic,2015,6832,890238
0,2,Hispanic,2016,6861,896149
0,2,Hispanic,2017,3993,910832
0,2,White,2001,126,2270833
0,2,White,2002,6805,2260178
0,2,White,2003,16221,2296549
0,2,White,2004,14559,2232087
0,2,White,2005,15173,2229882
0,2,White,2006,16121,2229287
0,2,White,2007,14883,2180204
0,2,White,2008,14986,2167132
0,2,White,2009,15116,2184399
0,2,White,2010,15585,2160678
0,2,White,2011,14866,2094785
0,2,White,2012,14594,2084409
0,2,White,2013,14630,2085072
0,2,White,2014,14993,2070877
0,2,White,2015,15105,2066670
0,2,White,2016,15390,2077903
0,2,White,2017,9418,2078216
0,2,NA,2001,7,NA
0,2,NA,2002,1715,NA
0,2,NA,2003,1974,NA
0,2,NA,2004,2051,NA
0,2,NA,2005,2059,NA
0,2,NA,2006,2225,NA
0,2,NA,2007,2453,NA
0,2,NA,2008,2747,NA
0,2,NA,2009,3109,NA
0,2,NA,2010,2983,NA
0,2,NA,2011,3278,NA
0,2,NA,2012,3203,NA
0,2,NA,2013,2425,NA
0,2,NA,2014,2776,NA
0,2,NA,2015,2708,NA
0,2,NA,2016,2174,NA
0,2,NA,2017,1361,NA
0,3,AI/AN,2001,1,53726
0,3,AI/AN,2002,367,55053
0,3,AI/AN,2003,614,56839
